Ano,Estado,emp,sit,setor,esp,dep,PL,lucros,gov_ca,gov_cf,gov_aud, maior_rem ,plr_rva,qde_empregados,desp_investimento,desp_pessoal,Dividendos,Subvenção,Subvenção (anterior),Reforço de Capital,Reforço de Capital (anterior),capital,link,indicio_dependencia,Nome_estado,REGIAO,gov,result_NA,Resultado para o Estado Acionista
2023,SP,COMPANHIA DE SANEAMENTO BÁSICO DO ESTADO DE SÃO PAULO,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,27333533820.46,3121267063.11,SIM,SIM,SIM," R$ 922,666.75 ",Sim,12299,5389598757.00,2995677980.00,323823732.20,0.00,0.00,0.00,0.00,7538442667.31,https://ri.sabesp.com.br/governanca-corporativa/carta-de-governanca/,não,São Paulo,Sudeste,TRUE,FALSE,323823732.15
2023,SP,DESENVOLVIMENTO RODOVIÁRIO SA EM LIQUIDAÇÃO,EM LIQUIDAÇÃO,TRANSPORTE,EMPRESA PÚBLICA,Dependente,-1131236649.51,-526188724.88,NÃO,SIM,NÃO," R$ 321,282.58 ",Não,293,0.00,68459845.95,0.00,116294711.90,119033957.80,0.00,0.00,1862660103.34,,não,São Paulo,Sudeste,FALSE,FALSE,-116294711.85
2023,SP,DESENVOLVE SP  AGÊNCIA DE FOMENTO DO ESTADO DE SÃO PAULO SA,ATIVA,FINANCEIRO,EMPRESA PÚBLICA,Não Dependente,3386063383.51,202682442.60,SIM,SIM,SIM," R$ 511,805.80 ",Sim,143,0.00,49022161.53,105423235.60,0.00,0.00,1000000000.00,1000000000.00,3156469427.02,https://www.desenvolve sp.com.br/institucional/transparencia/prestacao-de-contas/carta-anual-de-politicas-publicas-e-governanca-corporativa/,não,São Paulo,Sudeste,TRUE,FALSE,-894576764.45
2023,SP,EMPRESA METROPOLITANA DE ÁGUAS E ENERGIA SA,ATIVA,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,1124182161.50,68015030.32,SIM,SIM,SIM," R$ 503,514.14 ",Sim,426,74302742.21,127675565.90,11544575.10,0.00,0.00,0.00,0.00,104991280.67,https://ri.emae.com.br/Download.aspx?Arquivo=0+DSOyVYPacq/Zelbvd6lw==,não,São Paulo,Sudeste,TRUE,FALSE,11544575.10
2023,SP,EMPRESA METROPOLITANA DE TRANSPORTES URBANOS DE SÃO PAULO SA,ATIVA,TRANSPORTE,EMPRESA PÚBLICA,Não Dependente,2108707654.17,15911566.94,SIM,SIM,SIM," R$ 412,269.32 ",Sim,475,135210294.70,102721765.50,0.00,0.00,0.00,51531000.00,135210000.00,2408892663.13,relatorio-integrado-22.pdf (emtu.sp.gov.br),não,São Paulo,Sudeste,TRUE,FALSE,-51531000.00
2023,SP,INSTITUTO DE PESQUISAS TECNOLÓGICAS DO ESTADO DE SÃO PAULO SA,ATIVA,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,EMPRESA PÚBLICA,Dependente,87552151.11,-19842082.77,SIM,SIM,SIM," R$ 483,727.81 ",Não,613,1180837.59,148791963.50,0.00,100508482.60,98943128.71,1180837.59,156282.00,288352918.00,ipt.br/institucional/governanca,não,São Paulo,Sudeste,TRUE,FALSE,-101689320.19
2023,SE,Sergipe Gás SA,ATIVA,GÁS E DERIVADOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,157484667.56,47071493.16,SIM,SIM,NÃO," R$ 348,111.92 ",Sim,81,14466010.05,21554381.57,4354141.67,0.00,0.00,0.00,0.00,40805855.67,,não,Sergipe,Nordeste,FALSE,FALSE,4354141.67
2023,SE,Companhia Estadual de Habitação e Obras Públicas,ATIVA,HABITAÇÃO E URBANIZAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Dependente,105080861.98,-1848815.28,SIM,SIM,NÃO," R$ 418,286.73 ",Não,196,64134.60,29653024.78,0.00,34119125.30,28118026.17,0.00,0.00,515936758.60,,não,Sergipe,Nordeste,FALSE,FALSE,-34119125.30
2023,SE,Companhia de Desenvolvimento Economico de Sergipe,ATIVA,DESENVOLVIMENTO REGIONAL,SOCIEDADE DE ECONOMIA MISTA,Dependente,220369537.00,16864371.00,SIM,SIM,NÃO," R$ 426,914.00 ",Não,171,24762273.00,23594801.00,0.00,0.00,41090247.13,0.00,0.00,118019938.00,,não,Sergipe,Nordeste,FALSE,FALSE,0.00
2023,SE,Companhia de Desenvolvimento de Recursos Hídricos e Irrigação de Sergipe,ATIVA,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,SOCIEDADE DE ECONOMIA MISTA,Dependente,-15090088.68,-194207.18,SIM,SIM,NÃO," R$ 241,361.87 ",Não,309,0.00,50515574.57,0.00,37112659.50,54942543.83,0.00,0.00,96690083.20,,não,Sergipe,Nordeste,FALSE,FALSE,-37112659.50
2023,SE,Companhia de Saneamento de Sergipe,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,1865226376.00,44903005.00,SIM,SIM,NÃO," R$ 741,978.91 ",Não,1599,183824989.00,284024230.00,0.00,0.00,0.00,64540351.00,76791256.32,1302000000.00,https://transparencia.deso-se.com.br/,não,Sergipe,Nordeste,FALSE,FALSE,-64540351.00
2023,SE,Empresa de Desenvolvimento Sustentavel do Estado de Sergipe,ATIVA,DESENVOLVIMENTO REGIONAL,EMPRESA PÚBLICA,Dependente,-18422.63,226071.34,SIM,SIM,NÃO," R$ 216,469.80 ",Não,57,0.00,8202353.65,0.00,8579528.51,8623702.84,0.00,0.00,2395568.41,,não,Sergipe,Nordeste,FALSE,FALSE,-8579528.51
2023,SE,Banco do Estado de Sergipe SA,ATIVA,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,595556465.34,75512430.16,SIM,SIM,SIM," R$ 693,838.85 ",Sim,1398,16797601.17,234129304.30,14349974.97,0.00,0.00,0.00,0.00,461033100.00,https://ri.banese.com.br/governanca-corporativa/carta-anual-de-governanca/,não,Sergipe,Nordeste,TRUE,FALSE,14349974.97
2023,SE,Empresa Sergipana de Turismo SA,ATIVA,TURISMO,SOCIEDADE DE ECONOMIA MISTA,Dependente,8648178.03,26991.90,SIM,SIM,NÃO," R$ 518,358.49 ",Não,40,0.00,4116951.86,0.00,0.00,0.00,0.00,0.00,34550951.00,https://www.se.gov.br/emsetur/emsetur_transparencia,não,Sergipe,Nordeste,FALSE,FALSE,0.00
2023,SE,Empresa Sergipana de Tecnologia da Informação,ATIVA,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,EMPRESA PÚBLICA,Dependente,5473970.25,619184.57,SIM,SIM,NÃO," R$ 259,682.60 ",Não,99,260123.00,7269155.44,0.00,0.00,0.00,0.00,0.00,8775120.96,,não,Sergipe,Nordeste,FALSE,FALSE,0.00
2023,SE,Empresa de Desenvolvimento Agropecuário de Sergipe,ATIVA,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,EMPRESA PÚBLICA,Dependente,-39363302.90,3141501.25,SIM,SIM,NÃO," R$ 273,602.52 ",Não,503,2768162.22,47904693.58,0.00,54195241.08,56717540.78,0.00,0.00,37572872.11,https://www.emdagro.se.gov.br,não,Sergipe,Nordeste,FALSE,FALSE,-54195241.08
2023,SE,Imprensa Oficial de Sergipe,ATIVA,COMUNICAÇÃO,EMPRESA PÚBLICA,Não Dependente,2482874.44,416517.23,SIM,SIM,NÃO," R$ 21,848.52 ",Não,69,0.00,4195981.19,0.00,0.00,0.00,0.00,0.00,9000000.00,,não,Sergipe,Nordeste,FALSE,FALSE,0.00
2023,SE,Zona de Processamento de Exportação de Sergipe,ATIVA,DESENVOLVIMENTO REGIONAL,SOCIEDADE DE ECONOMIA MISTA,Dependente,10751.01,561.52,SIM,SIM,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,83650.15,,não,Sergipe,Nordeste,FALSE,FALSE,0.00
2023,SC,COMPANHIA DE HABITAÇÃO DO ESTADO DE SANTA CATARINA,EM LIQUIDAÇÃO,HABITAÇÃO E URBANIZAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Dependente,-29328355.00,-9084027.00,NÃO,SIM,NÃO," R$ 234,047.00 ",Não,25,0.00,6358380.00,0.00,4887003.00,3808289.65,0.00,0.00,32300207.00,,não,Santa Catarina,Sul,FALSE,FALSE,-4887003.00
2023,SC,Companhia Integrada de Desenvolvimento Agrícola de Santa Catarina,ATIVA,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,EMPRESA PÚBLICA,Dependente,-18072802.06,-15059502.47,SIM,SIM,NÃO," R$ 256,464.47 ",Não,1405,26111393.99,230659287.80,0.00,231984797.00,195881081.90,0.00,0.00,42408423.68,https://www.cidasc.sc.gov.br/wp-content/uploads/2022/09/CAPP-2022.pdf,não,Santa Catarina,Sul,FALSE,FALSE,-231984797.00
2023,SC,EMPRESA DE PESQUISA AGROPECUÁRIA E EXTENSÃO RURAL DE SANTA CATARINA,ATIVA,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,EMPRESA PÚBLICA,Dependente,-25343517.00,-12140203.00,SIM,SIM,NÃO," R$ 489,939.82 ",Não,1679,25125721.00,456587861.00,0.00,432446310.00,365207403.50,0.00,0.00,169781641.53,https://transparencia.epagri.sc.gov.br/?page_id=919,não,Santa Catarina,Sul,FALSE,FALSE,-432446310.00
2023,SC,SANTA CATARINA TURISMO SA,EM LIQUIDAÇÃO,TURISMO,SOCIEDADE DE ECONOMIA MISTA,Dependente,274080.95,-233755.99,NÃO,SIM,NÃO," R$ 200,806.00 ",Não,31,0.00,4712741.07,0.00,0.00,0.00,0.00,0.00,3528671.00,,não,Santa Catarina,Sul,FALSE,FALSE,0.00
2023,SC,AGÊNCIA DE FOMENTO DO ESTADO DE SANTA CATARINA SA,ATIVA,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,816048956.96,70332323.71,SIM,SIM,SIM," R$ 698,689.55 ",Não,122,1219764.55,43993612.01,0.00,0.00,0.00,61500000.00,102500003.00,669705000.00,http://transparencia.badesc.gov.br/gestaoEstadual/cartaGovernanca,não,Santa Catarina,Sul,TRUE,FALSE,-61500000.00
2023,SC,BESCOR BESC CORRETORA DE SEGUORS E ADMINISTRADORA DE BENS,EM LIQUIDAÇÃO,GESTÃO DE ATIVOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,-2259815.81,60316.54,NÃO,SIM,NÃO," R$ 105,548.04 ",Não,3,0.00,295517.28,0.00,0.00,0.00,1494603.19,42000.00,4774650.18,,não,Santa Catarina,Sul,FALSE,FALSE,-1494603.19
2023,SC,Centrais de Abastecimento de Santa Catarina,ATIVA,ABASTECIMENTO DE ALIMENTOS E OUTROS INSUMOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,11089772.88,1314482.82,SIM,SIM,NÃO," R$ 15,096.20 ",Não,35,747343.69,2492830.18,0.00,0.00,0.00,0.00,0.00,12735232.08,,não,Santa Catarina,Sul,FALSE,FALSE,0.00
2023,SC,Centrais Elétricas de Santa Catarina S A,ATIVA,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,2883176000.00,540562000.00,SIM,SIM,SIM," R$ 616,091.08 ",Sim,7858,1325391910.00,913269000.00,27412425.96,0.00,0.00,0.00,0.00,2480000000.00,,não,Santa Catarina,Sul,TRUE,FALSE,27412425.96
2023,SC,CENTRO DE INFORMATICA E AUTOMAÇÃO DO ESTADO DE SC SA,ATIVA,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,EMPRESA PÚBLICA,Não Dependente,59701327.06,-3500955.21,SIM,SIM,NÃO," R$ 522,152.20 ",Não,366,8863334.88,114463001.90,0.00,0.00,0.00,0.00,0.00,66288995.00,http://transparencia.ciasc.sc.gov.br/ciasc/gestao/governanca/carta-anual-de-politicas-publicas-e-governanca-corporativa/181-ciasc-carta-anual-de-poli-ticas-pu-blicas-e-governanc-a-corporativa-2022/file,não,Santa Catarina,Sul,FALSE,FALSE,0.00
2023,SC,Companhia Catarinense de Águas e Saneamento,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,1860402.00,91990123.00,SIM,SIM,SIM," R$ 631,212.00 ",Não,3199,533260470.00,502498685.00,22056293.00,0.00,0.00,82702237.00,130248792.44,690188133.00,https://ri.casan.com.br/governanca-corporativa/carta-anual-de-politicas-publicas-e-governanca-corporativa/,não,Santa Catarina,Sul,TRUE,FALSE,-60645944.00
2023,SC,Companhia de Distritos Industriais de Santa Catarina,EM LIQUIDAÇÃO,DESENVOLVIMENTO REGIONAL,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,0.00,0.00,NÃO,NÃO,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,202096.17,0.00,,não,Santa Catarina,Sul,FALSE,FALSE,0.00
2023,SC,COMPANHIA HIDROMINERAL CALDAS DA IMPERATRIZ,ATIVA,OUTROS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,3091889.16,-2497522.37,SIM,SIM,NÃO," R$ 61,904.62 ",Não,62,539297.92,3252901.89,0.00,0.00,0.00,0.00,0.00,1616016.74,,não,Santa Catarina,Sul,FALSE,FALSE,0.00
2023,SC,Administradora da Zona de Processamento de Exportação SAIAZPE,ATIVA,DESENVOLVIMENTO REGIONAL,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,251808.97,1269545.02,SIM,SIM,NÃO, R$ -   ,Não,2,0.00,48277.00,0.00,0.00,0.00,2000000.00,111131.92,21370426.24,,não,Santa Catarina,Sul,FALSE,FALSE,-2000000.00
2023,SC,Santa Catarina Participação e Investimentos SA,ATIVA,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,-7977258481.62,-77524.23,SIM,SIM,SIM, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,82632889.27,,não,Santa Catarina,Sul,TRUE,FALSE,0.00
2023,SC,SAPIENS PARQUE SA,ATIVA,OUTROS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,399893989.82,17776881.95,SIM,SIM,NÃO," R$ 84,000.00 ",Não,18,0.00,1448260.49,0.00,0.00,0.00,235000.00,7454850.39,323053113.06,,não,Santa Catarina,Sul,FALSE,FALSE,-235000.00
2023,SC,SC PARTICIPACOES E PARCERIAS SA  SCPAR,ATIVA,GESTÃO DE ATIVOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,199421170.61,13581644.16,SIM,SIM,SIM," R$ 295,465.59 ",Não,40,1725906.16,8076952.64,0.00,0.00,0.00,5528686.28,3807394.34,5528686.28,,não,Santa Catarina,Sul,TRUE,FALSE,-5528686.28
2023,SC,BANCO REGIONAL DE DESENVOLVIMENTO DO EXTREMO SUL,ATIVA,FINANCEIRO,EMPRESA PÚBLICA,Não Dependente,3838304897.18,449591156.63,SIM,SIM,SIM," R$ 741,447.19 ",Sim,457,5811947.00,207496738.60,0.00,0.00,0.00,0.00,0.00,1971507000.00,,não,Santa Catarina,Sul,TRUE,FALSE,0.00
2023,RR,AGENCIA DE FOMENTO DO ESTADO DE RORAIMA SA,ATIVA,DESENVOLVIMENTO REGIONAL,SOCIEDADE DE ECONOMIA MISTA,Dependente,12611057.23,345000.00,SIM,SIM,NÃO," R$ 301,275.00 ",Não,33,0.00,6599024.07,0.00,7493451.22,5390826.89,0.00,5259095.11,16164393.11,https://desenvolve.rr.gov.br/index.php/downloads,não,Roraima,Norte,FALSE,FALSE,-7493451.22
2023,RR,COMPANHIA DE ÁGUAS E ESGOTOS DE RORAIMA CAER,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,-630509735.80,46682516.51,SIM,SIM,NÃO," R$ 407,583.84 ",Não,919,22141377.33,81740815.41,0.00,0.00,0.00,21500000.00,0.00,68710883.62,,não,Roraima,Norte,FALSE,FALSE,-21500000.00
2023,RR,COMPANHIA ENERGÉTICA DE RORAIMA  CERR,EM LIQUIDAÇÃO,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Dependente,-27665870.01,-13775134.35,SIM,SIM,SIM," R$ 309,000.00 ",Não,246,0.00,42663646.18,0.00,85965986.64,15099888.09,0.00,0.00,1313101397.05,https://www.imprensaoficial.rr.gov.br/app/_visualizar-doe/,não,Roraima,Norte,TRUE,FALSE,-85965986.64
2023,RR,COMPANHIA DE DESENVOLVIMENTO DE RORAIMA  CODESAIMA,ATIVA,DESENVOLVIMENTO REGIONAL,SOCIEDADE DE ECONOMIA MISTA,Dependente,89449539.18,2954332.60,SIM,SIM,NÃO," R$ 278,100.00 ",Não,264,0.00,23046046.11,0.00,53523112.96,24106938.57,0.00,0.00,533496172.04,,não,Roraima,Norte,FALSE,FALSE,-53523112.96
2023,RR,RÁDIO RORAIMA,ATIVA,COMUNICAÇÃO,EMPRESA PÚBLICA,Dependente,-958380.88,-697762.86,SIM,NÃO,SIM," R$ 130,000.00 ",Não,71,0.00,3876512.55,0.00,0.00,5643493.91,0.00,0.00,800000.00,,não,Roraima,Norte,FALSE,FALSE,0.00
2023,RO,BANCO DO ESTADO DE RONDONIA SA,EM LIQUIDAÇÃO,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,0.00,0.00,NÃO,NÃO,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,não,Rondônia,Norte,FALSE,FALSE,0.00
2023,RO,COMPANHIA DE DESENVOLVIMENTO URBANO E RURAL DE RONDONIA,EM LIQUIDAÇÃO,HABITAÇÃO E URBANIZAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,0.00,0.00,NÃO,NÃO,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,não,Rondônia,Norte,FALSE,FALSE,0.00
2023,RO,COMPANHIA DE PROCESSAMENTO DE DADOS DO ESTADO DE RONDONIA,EM LIQUIDAÇÃO,INFORMÁTICA E TECNOLOGIA DA INFORMAÇÃO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,0.00,0.00,NÃO,NÃO,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,não,Rondônia,Norte,FALSE,FALSE,0.00
2023,RO,COMPANHIA DE MINERAÇÃO DE RONDÔNIA  CMR,ATIVA,MINERAÇÃO,EMPRESA PÚBLICA,Não Dependente,1841778478.04,948967.66,SIM,SIM,NÃO," R$ 269,745.32 ",Não,22,93770.00,2232844.90,0.00,0.00,0.00,0.00,0.00,25988034.10,https://transparencia.ro.gov.br,não,Rondônia,Norte,FALSE,FALSE,0.00
2023,RO,SOCIEDADE DE PORTOS E HIDROVIAS DO ESTADO DE RONDONIASOPH,ATIVA,PORTOS E HIDROVIAS,EMPRESA PÚBLICA,Não Dependente,19225722.10,7456940.46,SIM,SIM,NÃO," R$ 343,022.48 ",Não,78,1254504.76,12887374.79,0.00,7000000.00,0.00,7000000.00,0.00,2700000.00,,sim,Rondônia,Norte,FALSE,FALSE,-14000000.00
2023,RO,COMPANHIA RONDONIENSE DE GÁS  RONGÁS,ATIVA,GÁS E DERIVADOS,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,1727624.59,-359338.27,SIM,SIM,NÃO," R$ 144,000.00 ",Não,10,0.00,308504.06,0.00,0.00,0.00,0.00,170000.00,1332478.00,,não,Rondônia,Norte,FALSE,FALSE,0.00
2023,RO,COMPANHIA DE ÁGUA E ESGOTO DE RONDÔNIA CAERD,ATIVA,SANEAMENTO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,-1560389673.00,-88267496.00,SIM,SIM,NÃO," R$ 412,765.15 ",Não,701,93770.00,102839649.70,0.00,0.00,2341937.00,0.00,0.00,182631833.00,https://transparencia.caerd-ro.com.br/governanca,não,Rondônia,Norte,FALSE,FALSE,0.00
2023,RJ,AGÊNCIA DE FOMENTO DO ESTADO DO RJ,ATIVA,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,521964424.55,22139892.96,SIM,SIM,SIM," R$ 393,590.68 ",Sim,169,222945.79,35885534.68,0.00,0.00,0.00,0.00,0.00,511348505.68,https://www.agerio.com.br/institucional/governanca-corporativa/,não,Rio de Janeiro,Sudeste,TRUE,FALSE,0.00
2023,RJ,Empresa de Assistência Técnica e Extensão Rural do Etado do Rio de Janeiro  EMATERRIO,ATIVA,PESQUISA E ASSISTÊNCIA TÉCNICA AGROPECUÁRIA,EMPRESA PÚBLICA,Dependente,-253175.15,-193026.49,SIM,SIM,NÃO," R$ 343,133.02 ",Não,567,1513362.66,106127851.60,0.00,104733451.70,97325294.49,0.00,0.00,8310646.55,,não,Rio de Janeiro,Sudeste,FALSE,FALSE,-104733451.65
2023,RJ,BANCO DE DESENVOLVIMENTO DO ESTADO DO RJ SA EM LIQUIDAÇÃO,EM LIQUIDAÇÃO,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,2069900.08,-542934.76,NÃO,NÃO,NÃO," R$ 104,000.00 ",Não,3,0.00,349912.48,0.00,0.00,0.00,0.00,0.00,158907523.49,,não,Rio de Janeiro,Sudeste,FALSE,FALSE,0.00
2023,RJ,CENTRAIS ELETRICAS FLUMINENSES SA CELF  EM LIQUIDAÇÃO ORDINÁRIA,EM LIQUIDAÇÃO,ENERGIA,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,82.93,0.00,NÃO,NÃO,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,676.00,400.00,0.00,0.00,9225032.81,,sim,Rio de Janeiro,Sudeste,FALSE,FALSE,-676.00
2023,RJ,DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS DO EST DO RJ SA  EM LIQUIDAÇÃO ORDINÁRIA,EM LIQUIDAÇÃO,FINANCEIRO,SOCIEDADE DE ECONOMIA MISTA,Não Dependente,696458.59,15451.91,NÃO,NÃO,NÃO, R$ -   ,Não,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11467019.41,,não,Rio de Janeiro,Sudeste,FALSE,FALSE,0.00
2023,RJ,COMPANHIA FLUMINENSE DE TRENS URBANOS  FLUMITRENS EL,EM LIQUIDAÇÃO,TRANSPORTE,EMPRESA PÚBLICA,Dependente,-1203009634.57,-1085066892.72,NÃO,NÃO,NÃO, R$ -   ,Não,5,0.00,407479.41,0.00,3017954.29,2800168.14,0.00,0.00,9430415.98,,não,Rio de Janeiro,Sudeste,FALSE,FALSE,-3017954.29
